Temperature,Humidity,Wind Speed,Precipitation (%),Cloud Cover,Atmospheric Pressure,UV Index,Season,Visibility (km),Location,Weather Type,Weather_Label
22.0,32,6.5,12.0,Clear,1022.61,8,Autumn,6.0,Inland,Sunny,3
42.0,65,7.5,9.0,Clear,1028.98,6,Winter,6.0,Mountain,Sunny,3
37.0,35,4.5,15.0,Partly Cloudy,1023.79,7,Autumn,6.5,Mountain,Sunny,3
11.0,78,2.0,21.0,Overcast,1008.58,2,Spring,7.0,Inland,Cloudy,0
37.0,63,3.5,45.0,Cloudy,965.15,10,Autumn,0.5,Inland,Rainy,1
-8.0,99,26.25,79.0,Partly Cloudy,999.88,13,Winter,3.5,Mountain,Snowy,2
28.0,44,5.0,16.0,Clear,1020.06,7,Winter,6.0,Mountain,Sunny,3
27.0,76,3.5,49.0,Partly Cloudy,1049.7312500000003,5,Spring,11.5,Inland,Rainy,1
14.0,97,8.5,89.0,Overcast,1016.67,3,Autumn,2.5,Mountain,Rainy,1
32.0,42,0.5,4.0,Partly Cloudy,1025.88,11,Autumn,9.5,Inland,Sunny,3
27.0,76,7.0,23.0,Overcast,1049.7312500000003,7,Autumn,14.25,Coastal,Snowy,2
43.0,48,4.5,10.0,Clear,1019.05,11,Autumn,5.5,Inland,Sunny,3
23.0,90,18.5,64.0,Overcast,998.47,3,Spring,3.5,Mountain,Rainy,1
2.0,86,12.5,53.0,Partly Cloudy,989.86,0,Winter,5.0,Mountain,Snowy,2
1.0,100,13.0,96.0,Overcast,986.26,11,Winter,2.5,Inland,Snowy,2
7.0,85,26.25,76.0,Overcast,1017.7,3,Autumn,7.0,Mountain,Rainy,1
32.0,66,2.0,19.0,Partly Cloudy,1012.71,2,Summer,8.0,Coastal,Cloudy,0
12.0,71,19.0,87.0,Overcast,994.43,0,Summer,3.0,Mountain,Rainy,1
10.0,73,13.5,44.0,Partly Cloudy,1004.37,2,Autumn,6.5,Coastal,Cloudy,0
32.0,75,9.0,28.0,Overcast,1014.35,3,Autumn,8.5,Inland,Cloudy,0
23.0,67,9.0,17.0,Clear,1013.33,9,Summer,7.5,Coastal,Sunny,3
-24.0,100,26.25,71.0,Overcast,987.01,6,Winter,1.0,Inland,Snowy,2
35.0,68,1.5,9.0,Partly Cloudy,1013.93,7,Spring,9.5,Coastal,Sunny,3
4.0,89,9.5,90.0,Overcast,991.74,0,Winter,1.5,Mountain,Snowy,2
18.0,57,11.0,30.0,Overcast,1019.53,4,Summer,7.5,Coastal,Cloudy,0
36.0,65,7.5,53.0,Overcast,961.8412499999998,7,Autumn,14.25,Mountain,Rainy,1
26.0,63,13.0,10.0,Partly Cloudy,1014.41,1,Summer,5.5,Mountain,Cloudy,0
27.0,65,13.0,83.0,Partly Cloudy,1002.82,0,Winter,5.0,Coastal,Rainy,1
26.0,91,18.0,57.0,Overcast,1012.66,1,Summer,4.5,Coastal,Rainy,1
21.0,74,8.5,88.0,Overcast,1011.9,7,Spring,2.0,Mountain,Cloudy,0
31.0,39,0.5,8.0,Clear,1024.5,6,Summer,7.0,Mountain,Sunny,3
-1.0,67,5.0,50.0,Overcast,996.13,0,Winter,1.0,Inland,Snowy,2
71.5,79,12.5,80.0,Clear,1015.95,3,Spring,5.5,Mountain,Sunny,3
11.0,100,26.25,100.0,Partly Cloudy,1004.96,7,Autumn,5.5,Coastal,Cloudy,0
32.0,60,3.5,30.0,Partly Cloudy,1000.76,1,Summer,7.5,Coastal,Cloudy,0
-9.0,95,14.5,50.0,Overcast,984.41,0,Winter,1.5,Mountain,Snowy,2
-6.0,69,13.0,53.0,Overcast,989.01,0,Winter,4.5,Inland,Snowy,2
34.0,61,1.0,19.0,Partly Cloudy,1015.83,3,Summer,6.5,Inland,Cloudy,0
14.0,74,4.5,31.0,Overcast,1018.2,4,Summer,6.5,Coastal,Cloudy,0
2.0,86,12.0,98.0,Overcast,988.82,0,Winter,6.0,Mountain,Snowy,2
-1.0,29,6.0,84.0,Overcast,961.8412499999998,5,Winter,14.25,Inland,Snowy,2
39.0,27,5.5,8.0,Clear,1025.79,9,Winter,7.5,Inland,Sunny,3
43.0,39,8.5,19.0,Clear,1024.21,7,Autumn,8.5,Inland,Sunny,3
18.0,92,12.0,76.0,Partly Cloudy,1005.23,4,Summer,1.0,Inland,Cloudy,0
35.0,96,26.25,80.0,Overcast,1015.2,3,Winter,1.5,Coastal,Rainy,1
-5.0,49,3.0,57.0,Cloudy,961.8412499999998,3,Winter,12.5,Coastal,Snowy,2
32.0,91,13.5,91.0,Overcast,1018.42,3,Summer,2.0,Coastal,Rainy,1
24.0,55,8.5,48.0,Overcast,1009.07,3,Summer,6.0,Coastal,Cloudy,0
11.0,75,16.5,96.0,Overcast,1000.39,3,Autumn,4.5,Mountain,Rainy,1
17.0,79,26.25,83.0,Overcast,995.98,13,Spring,1.5,Mountain,Rainy,1
25.0,67,18.0,50.0,Overcast,995.08,1,Winter,5.0,Inland,Rainy,1
39.0,29,6.0,10.0,Clear,1013.9,11,Summer,5.5,Mountain,Sunny,3
34.0,61,5.0,13.0,Clear,1023.75,10,Winter,7.0,Inland,Sunny,3
-6.0,78,2.5,85.0,Overcast,961.8412499999998,0,Spring,14.25,Mountain,Sunny,3
-5.0,73,14.0,72.0,Overcast,981.77,1,Winter,4.0,Mountain,Snowy,2
3.0,90,13.5,76.0,Overcast,991.0,1,Winter,3.5,Inland,Snowy,2
43.0,68,4.0,3.0,Partly Cloudy,1025.9,6,Summer,8.0,Coastal,Sunny,3
13.0,90,17.0,77.0,Overcast,995.15,2,Summer,4.5,Mountain,Rainy,1
24.0,64,2.5,3.0,Clear,1025.63,9,Spring,9.5,Inland,Sunny,3
42.0,57,0.0,0.0,Clear,1023.56,8,Spring,5.5,Inland,Sunny,3
22.0,86,11.5,69.0,Overcast,990.64,1,Summer,1.0,Mountain,Rainy,1
13.0,79,11.0,62.0,Overcast,997.74,2,Autumn,5.0,Mountain,Rainy,1
1.0,83,1.0,53.0,Overcast,990.02,1,Winter,3.5,Inland,Snowy,2
-3.0,93,17.0,51.0,Overcast,985.63,0,Winter,5.0,Mountain,Snowy,2
31.0,45,4.5,18.0,Partly Cloudy,1024.38,6,Spring,6.5,Coastal,Sunny,3
42.0,28,14.5,15.0,Cloudy,961.8412499999998,7,Spring,2.0,Inland,Snowy,2
32.0,82,13.5,71.0,Partly Cloudy,999.87,0,Summer,3.5,Coastal,Rainy,1
-15.0,59,14.0,12.0,Cloudy,1030.61,12,Autumn,14.25,Mountain,Sunny,3
24.0,75,9.5,68.0,Overcast,992.93,1,Spring,5.0,Inland,Rainy,1
17.0,61,13.0,79.0,Overcast,1007.38,2,Winter,5.0,Inland,Rainy,1
15.0,60,5.0,44.0,Partly Cloudy,1000.74,1,Summer,9.0,Inland,Cloudy,0
5.0,39,3.5,15.0,Overcast,1013.8,11,Autumn,4.0,Mountain,Rainy,1
31.0,76,10.0,55.0,Overcast,1004.39,2,Autumn,5.0,Coastal,Rainy,1
31.0,31,1.0,2.0,Clear,1027.94,9,Spring,9.0,Mountain,Sunny,3
15.0,61,10.0,99.0,Cloudy,961.8412499999998,11,Spring,9.5,Inland,Sunny,3
23.0,75,19.5,91.0,Overcast,1011.15,1,Autumn,2.5,Mountain,Rainy,1
38.0,88,1.5,100.0,Clear,1028.91,9,Winter,7.5,Mountain,Sunny,3
10.0,77,8.0,75.0,Overcast,1005.19,5,Autumn,2.0,Coastal,Rainy,1
28.0,44,0.5,19.0,Partly Cloudy,1019.36,5,Winter,8.5,Mountain,Sunny,3
31.0,62,6.5,66.0,Overcast,1003.32,1,Summer,3.5,Mountain,Rainy,1
24.0,31,2.0,13.0,Clear,1019.3,7,Winter,7.0,Inland,Sunny,3
32.0,99,12.5,87.0,Partly Cloudy,1016.85,0,Summer,2.0,Mountain,Rainy,1
-13.0,65,10.5,62.0,Cloudy,961.8412499999998,13,Autumn,10.5,Coastal,Snowy,2
-7.0,63,0.0,73.0,Partly Cloudy,985.62,1,Winter,4.0,Mountain,Snowy,2
-2.0,95,3.0,79.0,Overcast,984.86,1,Winter,2.0,Mountain,Snowy,2
-8.0,60,7.5,89.0,Overcast,991.94,1,Winter,1.5,Inland,Snowy,2
37.0,74,12.0,73.0,Partly Cloudy,1002.92,12,Summer,1.5,Mountain,Cloudy,0
-7.0,60,3.0,72.0,Overcast,991.62,0,Winter,1.5,Mountain,Snowy,2
43.0,61,6.5,19.0,Clear,1025.04,7,Summer,7.5,Mountain,Sunny,3
14.0,86,9.0,59.0,Overcast,1019.31,1,Winter,1.5,Mountain,Rainy,1
31.0,66,9.0,9.0,Clear,1016.11,9,Spring,6.5,Coastal,Sunny,3
2.0,74,14.0,59.0,Overcast,980.99,0,Winter,1.5,Mountain,Snowy,2
43.0,66,6.5,16.0,Partly Cloudy,1013.71,8,Summer,6.0,Mountain,Sunny,3
-15.0,40,12.0,41.0,Partly Cloudy,961.8412499999998,10,Summer,7.5,Coastal,Rainy,1
44.0,24,4.0,6.0,Clear,1010.87,8,Autumn,8.0,Coastal,Sunny,3
29.0,54,11.5,22.0,Partly Cloudy,1005.23,3,Spring,8.5,Coastal,Cloudy,0
41.0,55,8.5,18.0,Clear,1021.61,7,Summer,5.0,Coastal,Sunny,3
21.0,100,12.5,100.0,Clear,1026.64,6,Summer,11.5,Inland,Sunny,3
16.0,70,7.5,29.0,Overcast,1019.3,2,Autumn,8.5,Mountain,Cloudy,0
-2.0,100,19.0,100.0,Overcast,994.16,13,Winter,6.0,Inland,Snowy,2
11.0,70,7.5,72.0,Overcast,1019.74,0,Winter,3.0,Mountain,Rainy,1
32.0,52,14.5,24.0,Partly Cloudy,1009.8,4,Winter,7.0,Inland,Cloudy,0
29.0,73,14.5,60.0,Overcast,1011.14,1,Summer,1.5,Inland,Rainy,1
3.0,99,2.5,72.0,Overcast,986.55,0,Winter,3.5,Inland,Snowy,2
-3.0,95,0.5,85.0,Overcast,988.56,1,Winter,1.5,Inland,Snowy,2
32.0,39,2.0,9.0,Clear,1028.62,6,Winter,10.0,Inland,Sunny,3
14.0,77,2.5,18.0,Partly Cloudy,1008.59,1,Winter,8.0,Inland,Cloudy,0
22.0,43,7.0,5.0,Partly Cloudy,1026.27,5,Spring,8.5,Inland,Sunny,3
19.0,35,8.0,32.0,Overcast,1049.7312500000003,10,Spring,6.0,Coastal,Cloudy,0
21.0,66,5.5,36.0,Overcast,1003.38,4,Summer,8.5,Coastal,Cloudy,0
4.0,60,5.0,95.0,Overcast,983.75,1,Winter,4.5,Mountain,Snowy,2
31.0,73,12.0,80.0,Overcast,1010.07,0,Spring,2.5,Coastal,Rainy,1
20.0,90,24.5,73.0,Partly Cloudy,996.85,14,Winter,1.5,Inland,Rainy,1
4.0,87,4.5,66.0,Overcast,998.15,1,Winter,1.0,Inland,Snowy,2
-1.0,86,14.0,96.0,Overcast,986.79,0,Winter,4.5,Inland,Snowy,2
-9.0,60,17.5,52.0,Overcast,984.62,0,Winter,2.5,Inland,Snowy,2
37.0,45,9.5,13.0,Clear,1025.5,10,Winter,5.5,Coastal,Sunny,3
26.0,46,3.0,5.0,Clear,1027.59,7,Autumn,7.5,Coastal,Sunny,3
34.0,69,12.0,19.0,Overcast,1007.67,3,Winter,5.5,Mountain,Cloudy,0
-16.0,58,10.0,36.0,Cloudy,1004.13,14,Autumn,14.25,Inland,Cloudy,0
28.0,51,9.0,3.0,Clear,1012.02,5,Summer,5.5,Coastal,Sunny,3
18.0,70,6.0,67.0,Overcast,990.87,3,Spring,3.5,Inland,Rainy,1
33.0,64,12.0,75.0,Partly Cloudy,1019.16,1,Summer,3.5,Mountain,Rainy,1
3.0,88,4.0,56.0,Overcast,992.67,0,Winter,2.0,Mountain,Snowy,2
13.0,68,6.5,69.0,Overcast,1013.28,2,Winter,2.0,Inland,Rainy,1
-4.0,74,7.0,63.0,Overcast,989.74,0,Winter,2.0,Inland,Snowy,2
16.0,53,2.0,47.0,Partly Cloudy,1006.09,3,Winter,7.5,Inland,Cloudy,0
16.0,70,11.0,32.0,Partly Cloudy,1012.13,1,Spring,7.0,Mountain,Cloudy,0
42.0,66,0.5,15.0,Clear,1014.67,5,Summer,5.5,Mountain,Sunny,3
-16.0,32,1.5,27.0,Partly Cloudy,1049.7312500000003,3,Summer,11.5,Mountain,Rainy,1
-4.0,90,1.0,87.0,Overcast,995.53,0,Winter,2.5,Mountain,Snowy,2
3.0,99,14.0,93.0,Overcast,980.85,0,Winter,3.0,Mountain,Snowy,2
30.0,38,0.5,14.0,Partly Cloudy,1020.62,11,Summer,8.5,Inland,Sunny,3
29.0,86,6.5,54.0,Overcast,1003.15,3,Autumn,2.5,Mountain,Rainy,1
35.0,51,1.0,16.0,Partly Cloudy,1027.26,10,Winter,9.5,Coastal,Sunny,3
12.0,68,14.0,93.0,Overcast,1015.66,1,Autumn,5.0,Coastal,Rainy,1
-17.0,73,26.25,100.0,Partly Cloudy,997.89,10,Winter,4.0,Inland,Snowy,2
-8.0,69,4.0,90.0,Partly Cloudy,988.68,1,Winter,4.5,Inland,Snowy,2
-15.0,34,2.5,59.0,Partly Cloudy,1003.91,3,Autumn,14.25,Inland,Sunny,3
-1.0,63,11.0,92.0,Overcast,981.38,1,Winter,1.5,Mountain,Snowy,2
51.0,75,10.0,100.0,Partly Cloudy,1018.26,10,Autumn,4.0,Inland,Sunny,3
-6.0,77,14.0,58.0,Partly Cloudy,984.59,1,Winter,3.5,Mountain,Snowy,2
-2.0,60,9.5,72.0,Partly Cloudy,997.74,0,Winter,2.0,Mountain,Snowy,2
30.0,60,2.0,19.0,Overcast,1013.04,2,Spring,7.0,Mountain,Cloudy,0
-10.0,83,19.0,62.0,Partly Cloudy,997.1,0,Winter,4.5,Mountain,Snowy,2
17.0,80,16.0,76.0,Overcast,1018.92,2,Summer,2.0,Coastal,Rainy,1
31.0,92,19.0,71.0,Partly Cloudy,1018.69,1,Autumn,4.5,Inland,Rainy,1
11.0,55,4.0,38.0,Partly Cloudy,1015.12,1,Summer,7.0,Inland,Cloudy,0
25.0,32,5.5,17.0,Partly Cloudy,1027.27,7,Autumn,6.0,Inland,Sunny,3
-10.0,98,9.5,61.0,Overcast,990.42,0,Winter,5.0,Inland,Snowy,2
12.0,84,19.0,77.0,Overcast,995.09,2,Summer,3.5,Mountain,Rainy,1
-2.0,93,6.5,83.0,Overcast,999.59,0,Winter,1.5,Inland,Snowy,2
-10.0,35,10.5,48.0,Cloudy,1049.7312500000003,12,Summer,4.0,Inland,Snowy,2
54.0,83,20.5,81.0,Clear,1014.34,0,Autumn,6.0,Mountain,Sunny,3
37.0,28,7.5,8.0,Partly Cloudy,1010.92,7,Spring,7.0,Inland,Sunny,3
43.0,67,4.0,0.0,Partly Cloudy,1020.83,9,Winter,6.0,Coastal,Sunny,3
-10.0,90,12.0,60.0,Partly Cloudy,982.49,1,Winter,5.0,Inland,Snowy,2
35.0,33,8.0,5.0,Clear,1024.71,9,Winter,8.5,Coastal,Sunny,3
0.0,74,12.0,89.0,Overcast,990.36,1,Winter,1.5,Mountain,Snowy,2
-6.0,82,11.5,51.0,Overcast,989.33,1,Winter,3.5,Mountain,Snowy,2
-2.0,68,8.5,53.0,Partly Cloudy,981.32,1,Winter,4.0,Mountain,Snowy,2
39.0,36,8.5,12.0,Partly Cloudy,1028.88,8,Summer,6.5,Mountain,Sunny,3
15.0,70,14.0,86.0,Overcast,991.27,1,Winter,2.0,Inland,Rainy,1
7.0,27,7.5,74.0,Overcast,961.8412499999998,3,Spring,5.0,Inland,Cloudy,0
31.0,69,2.5,15.0,Overcast,1012.9,4,Winter,5.5,Inland,Cloudy,0
41.0,69,7.5,18.0,Clear,1029.85,11,Winter,8.5,Inland,Sunny,3
30.0,53,11.5,41.0,Overcast,1010.52,3,Winter,5.5,Coastal,Cloudy,0
-10.0,93,18.0,89.0,Overcast,998.25,1,Winter,3.0,Inland,Snowy,2
36.0,36,9.0,19.0,Clear,1010.87,7,Autumn,7.5,Coastal,Sunny,3
28.0,71,14.5,43.0,Partly Cloudy,1017.99,2,Winter,8.0,Inland,Cloudy,0
30.0,71,7.0,58.0,Overcast,1013.83,3,Autumn,2.5,Inland,Rainy,1
14.0,81,13.0,76.0,Overcast,1018.78,3,Spring,3.5,Inland,Rainy,1
12.0,55,9.5,31.0,Overcast,1010.76,4,Autumn,8.0,Mountain,Cloudy,0
-3.0,65,13.0,61.0,Overcast,992.6,0,Winter,5.0,Inland,Snowy,2
-3.0,91,2.0,68.0,Overcast,987.53,1,Winter,2.5,Inland,Snowy,2
-11.0,81,26.25,78.0,Partly Cloudy,988.72,8,Winter,4.0,Mountain,Snowy,2
71.5,87,12.5,100.0,Clear,1016.04,14,Summer,10.5,Mountain,Sunny,3
11.0,31,7.5,61.0,Overcast,1049.7312500000003,7,Summer,10.0,Coastal,Sunny,3
21.0,67,15.5,62.0,Partly Cloudy,997.51,0,Winter,4.0,Coastal,Rainy,1
10.0,62,8.5,66.0,Partly Cloudy,1006.25,1,Spring,3.0,Coastal,Rainy,1
-1.0,76,20.0,54.0,Partly Cloudy,989.93,1,Winter,1.5,Inland,Snowy,2
37.0,34,6.5,13.0,Partly Cloudy,1017.54,5,Spring,5.5,Inland,Sunny,3
24.0,62,6.5,60.0,Partly Cloudy,996.6,2,Winter,1.5,Mountain,Rainy,1
3.0,89,26.25,71.0,Partly Cloudy,983.96,2,Winter,2.5,Mountain,Snowy,2
23.0,62,6.5,11.0,Clear,1016.13,9,Autumn,9.0,Coastal,Sunny,3
24.0,46,3.5,11.0,Clear,1017.92,5,Summer,7.5,Inland,Sunny,3
19.0,73,18.5,80.0,Overcast,1008.0,2,Spring,2.5,Mountain,Rainy,1
-9.0,77,14.5,61.0,Overcast,986.36,1,Winter,2.5,Inland,Snowy,2
29.0,100,26.0,94.0,Partly Cloudy,1013.48,11,Winter,4.5,Inland,Cloudy,0
28.0,28,9.5,5.0,Clear,1025.65,5,Summer,9.5,Coastal,Sunny,3
-9.0,85,10.5,100.0,Partly Cloudy,986.58,9,Winter,1.0,Mountain,Snowy,2
28.0,74,5.5,53.0,Overcast,1005.49,2,Summer,4.5,Coastal,Rainy,1
22.0,50,7.0,16.0,Clear,1018.85,6,Autumn,7.0,Mountain,Sunny,3
26.0,51,14.5,41.0,Partly Cloudy,1001.36,4,Spring,5.5,Mountain,Cloudy,0
38.0,33,4.5,3.0,Partly Cloudy,1018.11,10,Spring,5.5,Inland,Sunny,3
-8.0,72,10.0,71.0,Partly Cloudy,992.09,1,Winter,2.0,Inland,Snowy,2
-4.0,85,8.0,73.0,Overcast,994.57,1,Winter,4.0,Inland,Snowy,2
26.0,67,16.5,98.0,Overcast,996.93,1,Summer,1.5,Inland,Rainy,1
24.0,27,7.0,4.0,Clear,1026.45,5,Spring,6.5,Inland,Sunny,3
21.0,60,2.0,28.0,Partly Cloudy,1006.45,4,Autumn,8.0,Coastal,Cloudy,0
18.0,93,19.5,86.0,Overcast,1001.65,0,Autumn,3.5,Coastal,Rainy,1
21.0,23,12.5,19.0,Overcast,1049.7312500000003,9,Winter,14.25,Inland,Cloudy,0
26.0,74,17.0,62.0,Overcast,1003.65,0,Summer,4.5,Inland,Rainy,1
-2.0,61,19.5,61.0,Overcast,983.55,1,Winter,3.5,Mountain,Snowy,2
49.0,98,12.0,76.0,Clear,1026.49,7,Winter,5.5,Inland,Sunny,3
16.0,70,19.5,61.0,Overcast,1007.07,2,Autumn,2.5,Inland,Rainy,1
-3.0,86,12.5,77.0,Overcast,995.03,0,Winter,4.0,Inland,Snowy,2
4.0,99,4.0,73.0,Overcast,999.61,0,Winter,4.0,Inland,Snowy,2
-10.0,64,17.0,74.0,Overcast,995.24,0,Winter,1.5,Mountain,Snowy,2
-5.0,63,12.0,55.0,Overcast,987.41,0,Winter,2.0,Mountain,Snowy,2
38.0,28,4.5,0.0,Clear,1010.21,5,Autumn,5.5,Inland,Sunny,3
23.0,68,11.0,46.0,Cloudy,961.8412499999998,13,Winter,5.0,Mountain,Snowy,2
33.0,53,4.0,42.0,Partly Cloudy,1007.87,4,Autumn,5.5,Inland,Cloudy,0
20.0,51,3.0,29.0,Overcast,1003.1,1,Summer,8.5,Coastal,Cloudy,0
-1.0,91,17.0,78.0,Overcast,984.98,1,Winter,4.5,Inland,Snowy,2
32.0,50,12.0,22.0,Partly Cloudy,1016.3,2,Summer,6.5,Coastal,Cloudy,0
29.0,53,0.0,1.0,Clear,1017.52,10,Winter,8.0,Coastal,Sunny,3
-5.0,81,7.5,66.0,Partly Cloudy,984.81,1,Winter,1.5,Inland,Snowy,2
-10.0,61,8.0,99.0,Partly Cloudy,988.89,0,Winter,4.0,Inland,Snowy,2
-5.0,98,6.0,95.0,Overcast,998.71,1,Winter,4.0,Mountain,Snowy,2
1.0,94,12.5,65.0,Overcast,997.86,0,Winter,4.5,Mountain,Snowy,2
34.0,71,9.0,13.0,Overcast,1004.2,2,Autumn,6.5,Coastal,Cloudy,0
26.0,77,6.0,55.0,Partly Cloudy,1049.7312500000003,1,Spring,14.25,Mountain,Sunny,3
40.0,34,6.5,88.0,Overcast,1049.7312500000003,3,Spring,5.5,Coastal,Rainy,1
-7.0,62,14.0,59.0,Overcast,982.97,0,Winter,3.5,Mountain,Snowy,2
4.0,64,13.5,72.0,Overcast,986.69,0,Winter,2.5,Inland,Snowy,2
16.0,56,14.5,18.0,Overcast,1011.81,1,Winter,6.0,Coastal,Cloudy,0
44.0,51,10.0,1.0,Clear,1023.57,7,Autumn,6.5,Coastal,Sunny,3
33.0,71,5.5,25.0,Partly Cloudy,1012.99,4,Spring,8.0,Inland,Cloudy,0
39.0,20,0.5,16.0,Clear,1025.34,8,Summer,7.5,Mountain,Sunny,3
59.0,87,7.0,80.0,Partly Cloudy,1026.08,1,Autumn,7.5,Inland,Sunny,3
-2.0,72,6.5,96.0,Overcast,993.53,0,Winter,3.0,Inland,Snowy,2
1.0,68,17.0,54.0,Overcast,991.29,0,Winter,5.0,Inland,Snowy,2
32.0,67,17.5,81.0,Overcast,996.99,2,Spring,3.0,Coastal,Rainy,1
48.0,100,10.5,88.0,Partly Cloudy,1022.99,1,Autumn,1.5,Mountain,Sunny,3
1.0,99,7.5,76.0,Overcast,983.5,1,Winter,3.0,Inland,Snowy,2
24.0,62,13.5,76.0,Overcast,1017.83,2,Spring,4.5,Mountain,Rainy,1
29.0,37,6.0,13.0,Partly Cloudy,1016.82,8,Spring,5.5,Mountain,Sunny,3
14.0,79,22.5,88.0,Clear,1028.06,6,Autumn,1.5,Inland,Sunny,3
19.0,68,7.0,48.0,Partly Cloudy,1010.43,1,Spring,6.5,Inland,Cloudy,0
-5.0,67,13.5,90.0,Overcast,993.25,0,Winter,4.0,Mountain,Snowy,2
25.0,30,6.0,13.0,Clear,1020.63,7,Spring,10.0,Inland,Sunny,3
71.5,70,4.0,100.0,Clear,1016.37,14,Summer,2.5,Coastal,Sunny,3
22.0,34,4.0,17.0,Clear,1017.49,10,Spring,9.5,Coastal,Sunny,3
42.0,68,0.5,11.0,Clear,1013.11,5,Summer,9.0,Inland,Sunny,3
-15.0,71,6.0,100.0,Partly Cloudy,992.86,14,Winter,2.5,Mountain,Snowy,2
38.0,76,25.5,100.0,Overcast,1003.56,9,Winter,4.0,Inland,Rainy,1
25.0,92,10.0,78.0,Overcast,1014.0,0,Autumn,3.0,Coastal,Rainy,1
-10.0,78,19.0,95.0,Overcast,984.99,0,Winter,4.0,Inland,Snowy,2
34.0,74,18.0,55.0,Overcast,1010.86,0,Summer,2.0,Coastal,Rainy,1
21.0,95,14.5,59.0,Partly Cloudy,996.91,3,Spring,2.0,Coastal,Rainy,1
29.0,91,5.5,69.0,Overcast,995.14,3,Spring,2.5,Inland,Rainy,1
10.0,67,16.5,86.0,Partly Cloudy,1001.44,3,Spring,4.5,Coastal,Rainy,1
24.0,39,4.5,4.0,Partly Cloudy,1015.93,11,Winter,9.5,Coastal,Sunny,3
4.0,68,17.5,95.0,Overcast,985.15,1,Winter,4.5,Mountain,Snowy,2
3.0,69,18.0,69.0,Overcast,991.06,0,Winter,1.5,Mountain,Snowy,2
37.0,21,4.5,18.0,Clear,1024.92,6,Summer,7.5,Coastal,Sunny,3
71.5,90,6.5,70.0,Clear,1016.1,5,Spring,2.5,Inland,Sunny,3
-6.0,69,8.5,94.0,Overcast,996.02,0,Winter,1.5,Inland,Snowy,2
42.0,84,13.5,93.0,Partly Cloudy,1015.07,3,Spring,3.5,Inland,Cloudy,0
-9.0,24,1.0,93.0,Cloudy,961.8412499999998,9,Spring,14.25,Coastal,Snowy,2
16.0,97,6.0,80.0,Partly Cloudy,990.38,1,Summer,2.0,Mountain,Rainy,1
22.0,64,2.5,16.0,Clear,1018.52,9,Winter,7.5,Inland,Sunny,3
22.0,75,9.0,50.0,Overcast,1000.44,0,Autumn,2.5,Mountain,Rainy,1
33.0,41,4.0,15.0,Clear,1016.2,9,Winter,9.0,Coastal,Sunny,3
32.0,100,14.0,94.0,Overcast,1018.38,9,Summer,3.0,Mountain,Rainy,1
31.0,72,13.5,42.0,Partly Cloudy,1012.26,2,Spring,8.0,Mountain,Cloudy,0
29.0,73,9.0,89.0,Cloudy,961.8412499999998,10,Spring,8.5,Mountain,Rainy,1
32.0,59,6.5,42.0,Overcast,1002.82,4,Summer,5.5,Mountain,Cloudy,0
0.0,68,16.0,66.0,Overcast,984.94,0,Winter,2.0,Mountain,Snowy,2
10.0,60,9.0,78.0,Overcast,1011.26,1,Winter,3.5,Coastal,Rainy,1
-10.0,87,15.5,63.0,Partly Cloudy,985.52,1,Winter,2.5,Mountain,Snowy,2
29.0,21,3.5,19.0,Clear,1025.52,6,Autumn,5.5,Mountain,Sunny,3
12.0,72,5.5,57.0,Overcast,1015.56,0,Summer,4.0,Inland,Rainy,1
28.0,53,5.0,24.0,Partly Cloudy,1013.24,3,Spring,6.0,Mountain,Cloudy,0
1.0,90,0.5,54.0,Overcast,990.0,0,Winter,3.0,Inland,Snowy,2
-9.0,85,26.0,92.0,Overcast,993.06,14,Winter,3.0,Inland,Snowy,2
56.0,100,18.5,91.0,Clear,1021.73,1,Winter,3.5,Coastal,Sunny,3
42.0,82,8.5,100.0,Clear,1023.27,4,Spring,9.5,Inland,Sunny,3
40.0,29,3.0,0.0,Clear,1021.94,7,Spring,8.0,Coastal,Sunny,3
1.0,49,6.5,22.0,Overcast,1049.7312500000003,6,Winter,14.25,Coastal,Snowy,2
31.0,51,13.5,20.0,Partly Cloudy,1003.37,1,Summer,8.0,Coastal,Cloudy,0
-9.0,73,0.5,75.0,Overcast,997.51,0,Winter,5.0,Mountain,Snowy,2
26.0,99,18.0,83.0,Overcast,999.85,2,Winter,3.0,Mountain,Rainy,1
-8.0,100,6.5,80.0,Overcast,990.07,14,Winter,2.0,Mountain,Snowy,2
71.5,94,20.5,81.0,Partly Cloudy,1003.69,3,Spring,1.5,Mountain,Rainy,1
25.0,76,5.0,87.0,Overcast,1016.27,0,Autumn,2.5,Coastal,Rainy,1
28.0,36,3.5,19.0,Partly Cloudy,1027.22,11,Autumn,9.0,Inland,Sunny,3
26.0,60,14.0,30.0,Overcast,1019.34,3,Spring,6.5,Mountain,Cloudy,0
37.0,34,10.0,10.0,Partly Cloudy,1019.97,11,Summer,7.0,Coastal,Sunny,3
14.0,61,6.5,20.0,Partly Cloudy,1003.82,4,Spring,5.5,Inland,Cloudy,0
28.0,59,4.5,17.0,Partly Cloudy,1016.04,1,Winter,6.5,Coastal,Cloudy,0
54.0,98,16.5,89.0,Overcast,1008.89,2,Autumn,7.0,Inland,Cloudy,0
-20.0,88,12.5,85.0,Partly Cloudy,985.02,5,Winter,1.5,Inland,Snowy,2
22.0,41,9.0,91.0,Partly Cloudy,993.39,13,Summer,14.25,Inland,Snowy,2
